t,x,y,z,qx,qy,qz,qw
1403636615763555584,0.012116439,0.065708362,0.054255258,0.019044952,-0.085379340,-0.018555868,0.995993674
1403636615813555456,0.012121027,0.065707609,0.054269217,0.019079642,-0.085382201,-0.018654607,0.995990872
1403636615863555584,0.012111566,0.065712422,0.054270476,0.019125843,-0.085404523,-0.018617265,0.995988786
1403636615913555456,0.012126928,0.065711401,0.054268032,0.019076252,-0.085468575,-0.018597163,0.995984614
1403636615963555584,0.012113530,0.065710895,0.054247867,0.019103460,-0.085493200,-0.018488433,0.995984018
1403636616013555456,0.012112219,0.065721944,0.054277256,0.019126300,-0.085536242,-0.018515065,0.995979369
1403636616063555584,0.012125611,0.065709911,0.054279894,0.019064024,-0.085522808,-0.018551046,0.995981038
1403636616113555456,0.012124320,0.065717243,0.054287944,0.019067872,-0.085457534,-0.018551245,0.995986581
1403636616163555584,0.012113569,0.065716416,0.054252021,0.019139027,-0.085411757,-0.018643197,0.995987415
1403636616213555456,0.012130934,0.065715313,0.054274850,0.019120434,-0.085500270,-0.018612290,0.995980740
1403636616263555584,0.012118920,0.065714613,0.054254204,0.019129848,-0.085455664,-0.018597137,0.995984674
1403636616313555456,0.012109485,0.065723374,0.054265343,0.019125175,-0.085364170,-0.018648960,0.995991647
1403636616363555584,0.012114332,0.065724835,0.054249197,0.019159541,-0.085430168,-0.018527802,0.995987594
1403636616413555456,0.012119821,0.065712273,0.054274943,0.019089703,-0.085352398,-0.018669609,0.995992959
1403636616463555584,0.012128117,0.065713353,0.054260582,0.019123930,-0.085507557,-0.018439915,0.995983303
1403636616513555456,0.012117728,0.065715179,0.054274753,0.019134490,-0.085392565,-0.018541308,0.995991051
1403636616563555584,0.012117807,0.065720841,0.054273751,0.019120820,-0.085434295,-0.018546127,0.995987654
1403636616613555456,0.012120613,0.065713376,0.054251127,0.019097053,-0.085473336,-0.018504199,0.995985508
1403636616663555584,0.012129647,0.065707013,0.054271255,0.019096162,-0.085506216,-0.018483551,0.995983124
1403636616713555456,0.012133073,0.065704398,0.054267276,0.019071205,-0.085474528,-0.018588414,0.995984375
1403636616763555584,0.012119553,0.065704241,0.054262094,0.019065639,-0.085407048,-0.018528089,0.995991409
1403636616813555456,0.012123523,0.065715171,0.054263499,0.019092103,-0.085441582,-0.018587444,0.995986819
1403636616863555584,0.012123175,0.065718241,0.054266963,0.019064611,-0.085488141,-0.018502492,0.995984912
1403636616913555456,0.012128092,0.065716088,0.054271925,0.019094447,-0.085527860,-0.018494766,0.995981097
1403636616963555584,0.012123527,0.065714583,0.054291334,0.019106230,-0.085447490,-0.018565167,0.995986462
1403636617013555456,0.012133425,0.065711580,0.054280244,0.019059695,-0.085497059,-0.018563544,0.995983124
1403636617063555584,0.012123705,0.065720201,0.054264545,0.019179504,-0.085434794,-0.018687993,0.995983839
1403636617113555456,0.012124225,0.065725617,0.054259323,0.019131994,-0.085484207,-0.018541943,0.995983243
1403636617163555584,0.012118343,0.065708615,0.054253109,0.019041445,-0.085449412,-0.018634312,0.995986223
1403636617213555456,0.012113931,0.065724678,0.054247536,0.019138688,-0.085443042,-0.018586375,0.995985806
1403636617263555584,0.012114705,0.065722838,0.054256894,0.019116234,-0.085365169,-0.018671919,0.995991290
1403636617313555456,0.012126768,0.065716468,0.054276355,0.019157466,-0.085447840,-0.018592816,0.995984912
1403636617363555584,0.012122069,0.065714724,0.054258715,0.019135298,-0.085425884,-0.018561656,0.995987833
1403636617413555456,0.012123021,0.065715358,0.054253586,0.019136174,-0.085433535,-0.018622715,0.995985985
1403636617463555584,0.012119051,0.065699428,0.054246727,0.019124286,-0.085432641,-0.018458348,0.995989382
1403636617513555456,0.012128970,0.065715566,0.054264534,0.019134561,-0.085466869,-0.018590882,0.995983779
1403636617563555584,0.012128562,0.065707676,0.054255098,0.019069117,-0.085511006,-0.018503116,0.995982885
1403636617613555456,0.012125676,0.065713570,0.054254882,0.019087423,-0.085429169,-0.018658243,0.995986640
1403636617663555584,0.012109388,0.065707155,0.054267418,0.019047912,-0.085343175,-0.018552335,0.995996773
1403636617713555456,0.012106641,0.065709956,0.054253578,0.019143425,-0.085415289,-0.018581875,0.995988190
1403636617763555584,0.012120168,0.065720312,0.054273549,0.019161193,-0.085455291,-0.018551659,0.995984972
1403636617813555456,0.012117061,0.065728799,0.054261044,0.019145232,-0.085418411,-0.018587541,0.995987773
1403636617863555584,0.012116136,0.065711260,0.054285251,0.019105624,-0.085486367,-0.018499283,0.995984375
1403636617913555456,0.012120429,0.065735400,0.054286234,0.019105271,-0.085414141,-0.018627575,0.995988190
1403636617963555584,0.012120594,0.065721236,0.054267440,0.019081574,-0.085481554,-0.018575823,0.995983839
1403636618013555456,0.012127806,0.065716721,0.054256469,0.019129241,-0.085451931,-0.018551989,0.995985866
1403636618063555584,0.012119274,0.065714128,0.054260485,0.019097932,-0.085502014,-0.018543210,0.995982349
1403636618113555456,0.012116554,0.065719701,0.054266911,0.019093582,-0.085336901,-0.018677963,0.995994091
1403636618163555584,0.012114809,0.065714724,0.054271869,0.019071270,-0.085432425,-0.018574115,0.995988250
1403636618213555456,0.012109090,0.065728597,0.054272227,0.019096769,-0.085333683,-0.018698132,0.995993912
1403636618263555584,0.012119765,0.065717012,0.054262694,0.019152744,-0.085381769,-0.018629368,0.995989978
1403636618313555456,0.012130091,0.065713421,0.054258645,0.019136924,-0.085482851,-0.018600337,0.995982170
1403636618363555584,0.012133349,0.065711305,0.054299921,0.019097701,-0.085459992,-0.018545436,0.995985925
1403636618413555456,0.012109843,0.065723531,0.054268397,0.019133190,-0.085376717,-0.018653778,0.995990336
1403636618463555584,0.012127694,0.065721042,0.054268334,0.019113803,-0.085439906,-0.018578734,0.995986700
1403636618513555456,0.012124324,0.065716408,0.054254137,0.019141691,-0.085753195,-0.018819757,0.995954692
1403636618563555584,0.012113078,0.065720908,0.054240614,0.019128568,-0.085565560,-0.018692059,0.995973527
1403636618613555456,0.012125328,0.065721467,0.054270301,0.019154213,-0.085597917,-0.018521572,0.995973408
1403636618663555584,0.012118616,0.065702043,0.054257974,0.019148752,-0.085567795,-0.018395822,0.995978415
1403636618713555456,0.012136715,0.065712310,0.054259427,0.019205460,-0.085471801,-0.018420871,0.995985150
1403636618763555584,0.012127941,0.065717667,0.054263327,0.019245021,-0.085558891,-0.018342150,0.995978355
1403636618813555456,0.012129340,0.065696813,0.054259293,0.019096673,-0.085624687,-0.018103516,0.995979905
1403636618863555584,0.012118594,0.065697402,0.054248009,0.019160157,-0.085548252,-0.018378705,0.995980203
1403636618913555456,0.012088665,0.065705203,0.054223772,0.019090688,-0.085717335,-0.018353300,0.995967507
1403636618963555584,0.012095186,0.065706991,0.054258011,0.019128649,-0.085754476,-0.018525276,0.995960355
1403636619013555456,0.012086309,0.065727293,0.054272830,0.019206472,-0.085775711,-0.018381806,0.995959699
1403636619063555584,0.012100053,0.065710999,0.054291487,0.019167300,-0.085542403,-0.018537944,0.995977640
1403636619113555456,0.012127122,0.065699838,0.054261189,0.019093892,-0.085646532,-0.018102579,0.995978117
1403636619163555584,0.012117939,0.065715775,0.054245833,0.019195767,-0.085395440,-0.018371182,0.995992780
1403636619213555456,0.012132368,0.065712497,0.054273166,0.019228406,-0.085488416,-0.018268174,0.995986104
1403636619263555584,0.012124179,0.065717541,0.054264173,0.019234538,-0.085447550,-0.018284066,0.995989144
1403636619313555456,0.012129235,0.065702654,0.054276332,0.019167962,-0.085531600,-0.018379141,0.995981514
1403636619363555584,0.012102091,0.065713890,0.054227002,0.019109529,-0.085720062,-0.018410845,0.995965838
1403636619413555456,0.012117397,0.065703019,0.054248877,0.019168777,-0.085808732,-0.018484313,0.995955706
1403636619463555584,0.012100013,0.065707162,0.054257024,0.019138113,-0.085700490,-0.018470267,0.995965898
1403636619513555456,0.012109123,0.065710157,0.054251809,0.019106084,-0.085622653,-0.018383993,0.995974779
1403636619563555584,0.012127019,0.065711297,0.054255884,0.019109249,-0.085602731,-0.018340107,0.995977223
1403636619613555456,0.012126043,0.065708905,0.054275364,0.019112630,-0.085490957,-0.018452462,0.995984674
1403636619663555584,0.012114864,0.065705687,0.054241482,0.019158250,-0.085464023,-0.018429035,0.995986581
1403636619713555456,0.012134149,0.065712564,0.054296982,0.019166272,-0.085515358,-0.018445119,0.995981693
1403636619763555584,0.012124250,0.065718904,0.054257035,0.019212477,-0.085426934,-0.018412080,0.995989025
1403636619813555456,0.012134954,0.065717369,0.054260261,0.019169193,-0.085483439,-0.018396089,0.995985270
1403636619863555584,0.012117559,0.065721370,0.054255527,0.019162778,-0.085426606,-0.018420842,0.995989859
1403636619913555456,0.012123751,0.065717116,0.054257743,0.019203974,-0.085465387,-0.018581653,0.995982707
1403636619963555584,0.012124058,0.065721050,0.054249082,0.019147681,-0.085480459,-0.018524297,0.995983601
1403636620013555456,0.012130530,0.065708876,0.054265656,0.019136095,-0.085482977,-0.018430457,0.995985329
1403636620063555584,0.012133704,0.065716393,0.054280300,0.019110115,-0.085519984,-0.018457020,0.995982170
1403636620113555456,0.012136826,0.065709405,0.054251146,0.019081920,-0.085533977,-0.018451482,0.995981574
1403636620163555584,0.012120716,0.065719321,0.054258328,0.019107983,-0.085438274,-0.018551974,0.995987475
1403636620213555456,0.012123333,0.065713026,0.054245260,0.019151464,-0.085463397,-0.018672261,0.995982230
1403636620263555584,0.012116395,0.065713122,0.054271460,0.019054899,-0.085407682,-0.018575292,0.995990634
1403636620313555456,0.012136532,0.065712959,0.054263819,0.019102795,-0.085530922,-0.018435940,0.995981753
1403636620363555584,0.012132896,0.065720007,0.054262303,0.019077610,-0.085522182,-0.018446479,0.995982826
1403636620413555456,0.012134350,0.065707944,0.054259453,0.019066064,-0.085505791,-0.018504011,0.995983362
1403636620463555584,0.012136622,0.065718383,0.054228500,0.019170482,-0.085477531,-0.018545343,0.995983005
1403636620513555456,0.012129600,0.065729782,0.054253012,0.019188290,-0.085475728,-0.018543484,0.995982885
1403636620563555584,0.012140911,0.065716259,0.054251850,0.019136010,-0.085515842,-0.018501818,0.995981157
1403636620613555456,0.012129236,0.065715469,0.054268204,0.019146774,-0.085475311,-0.018451117,0.995985389
1403636620663555584,0.012128904,0.065714456,0.054254495,0.019057233,-0.085464224,-0.018510621,0.995986998
1403636620713555456,0.012126987,0.065721743,0.054269493,0.019100660,-0.085452236,-0.018490938,0.995987535
1403636620763555584,0.012143609,0.065719612,0.054251637,0.019112246,-0.085546181,-0.018462321,0.995979786
1403636620813555456,0.012117718,0.065725192,0.054259032,0.019107051,-0.085456997,-0.018508097,0.995986640
1403636620863555584,0.012133311,0.065715715,0.054272000,0.019088248,-0.085481964,-0.018509530,0.995984852
1403636620913555456,0.012129434,0.065726176,0.054272167,0.019160260,-0.085505113,-0.018435584,0.995982885
1403636620963555584,0.012123959,0.065728799,0.054257195,0.019176854,-0.085477695,-0.018559016,0.995982587
1403636621013555456,0.012132327,0.065724611,0.054266289,0.019130472,-0.085454568,-0.018549994,0.995985627
1403636621063555584,0.012161397,0.065717012,0.054289367,0.019294133,-0.085214123,-0.019048672,0.995993674
1403636621113555456,0.012122189,0.065707967,0.054267913,0.019173378,-0.085469685,-0.018377006,0.995986760
1403636621163555584,0.012166156,0.065691702,0.054262720,0.019074479,-0.085408740,-0.018767122,0.995986581
1403636621213555456,0.012129577,0.065700524,0.054263648,0.019163925,-0.085525244,-0.018350819,0.995982647
1403636621263555584,0.012165134,0.065692671,0.054265782,0.019038128,-0.085415378,-0.018695313,0.995988071
1403636621313555456,0.012123924,0.065714255,0.054267462,0.019164629,-0.085469969,-0.018452676,0.995985508
1403636621363555584,0.012155991,0.065701656,0.054265939,0.019092459,-0.085455537,-0.018672546,0.995984018
1403636621413555456,0.012141209,0.065699659,0.054285832,0.019087849,-0.085518487,-0.018412160,0.995983541
1403636621463555584,0.012162518,0.065698579,0.054277256,0.019074980,-0.085516527,-0.018557675,0.995981276
1403636621513555456,0.012131506,0.065723285,0.054275058,0.019160546,-0.085475743,-0.018526040,0.995983720
1403636621563555584,0.012151591,0.065697752,0.054267287,0.019093711,-0.085460208,-0.018610043,0.995984793
1403636621613555456,0.012145000,0.065727085,0.054250423,0.019162275,-0.085507832,-0.018573731,0.995980024
1403636621663555584,0.012149943,0.065694124,0.054247968,0.019072268,-0.085488029,-0.018500281,0.995984852
1403636621713555456,0.012136536,0.065721706,0.054276243,0.019182203,-0.085442528,-0.018614182,0.995984495
1403636621763555584,0.012143288,0.065712877,0.054275822,0.019116659,-0.085416429,-0.018733731,0.995985746
1403636621813555456,0.012142429,0.065704487,0.054263920,0.019055575,-0.085503504,-0.018631846,0.995981395
1403636621863555584,0.012142691,0.065689787,0.054262690,0.018997561,-0.085492954,-0.018574888,0.995984435
1403636621913555456,0.012141084,0.065722018,0.054252747,0.019107429,-0.085458800,-0.018577442,0.995985210
1403636621963555584,0.012129126,0.065712683,0.054251611,0.019065751,-0.085389659,-0.018623540,0.995991111
1403636622013555456,0.012143051,0.065711722,0.054261733,0.019124018,-0.085393339,-0.018782448,0.995986700
1403636622063555584,0.012145995,0.065694071,0.054263163,0.019149935,-0.085430861,-0.018624455,0.995985925
1403636622113555456,0.012157328,0.065703526,0.054272830,0.019053642,-0.085522018,-0.018538456,0.995981574
1403636622163555584,0.012133101,0.065709367,0.054234214,0.019095322,-0.085430495,-0.018607901,0.995987296
1403636622213555456,0.012139180,0.065706879,0.054261915,0.019101206,-0.085443981,-0.018648572,0.995985270
1403636622263555584,0.012136634,0.065708824,0.054258950,0.019060595,-0.085435882,-0.018643629,0.995986879
1403636622313555456,0.012138324,0.065698199,0.054242391,0.019064002,-0.085475668,-0.018600672,0.995984197
1403636622363555584,0.012154684,0.065697528,0.054288305,0.019038949,-0.085487984,-0.018613094,0.995983362
1403636622413555456,0.012138776,0.065698899,0.054255329,0.019094044,-0.085465237,-0.018634299,0.995983899
1403636622463555584,0.012136256,0.065715343,0.054256331,0.019093804,-0.085364170,-0.018682251,0.995991647
1403636622513555456,0.012142007,0.065705881,0.054256674,0.019049387,-0.085410237,-0.018689787,0.995988429
1403636622563555584,0.012155150,0.065701514,0.054265171,0.019047651,-0.085500099,-0.018656263,0.995981336
1403636622613555456,0.012154304,0.065695234,0.054255936,0.019025100,-0.085463822,-0.018638244,0.995985270
1403636622663555584,0.012143126,0.065687381,0.054253053,0.019030804,-0.085402213,-0.018652923,0.995990098
1403636622713555456,0.012150639,0.065710060,0.054279141,0.019131830,-0.085490085,-0.018546114,0.995982647
1403636622763555584,0.012149300,0.065685898,0.054239761,0.019074256,-0.085492983,-0.018570120,0.995983064
1403636622813555456,0.012152430,0.065682061,0.054267783,0.019118533,-0.085514091,-0.018436519,0.995982885
1403636622863555584,0.012172789,0.065700419,0.054264527,0.019238450,-0.085441679,-0.018379334,0.995987833
1403636622913555456,0.012168610,0.065690927,0.054270789,0.019414485,-0.085291177,-0.018541392,0.995994329
1403636622963555584,0.012170953,0.065676287,0.054257333,0.019478176,-0.085322984,-0.018269675,0.995995402
1403636623013555456,0.012183205,0.065674812,0.054239530,0.019527957,-0.085309066,-0.018251730,0.995995939
1403636623063555584,0.012185080,0.065679073,0.054245498,0.019651828,-0.085308269,-0.018275665,0.995993137
1403636623113555456,0.012189942,0.065662719,0.054266382,0.019719819,-0.085167617,-0.018367065,0.996002138
1403636623163555584,0.012186389,0.065658055,0.054237608,0.019627297,-0.085278988,-0.018289439,0.995995879
1403636623213555456,0.012175883,0.065670408,0.054242477,0.019717181,-0.085095920,-0.018547202,0.996004939
1403636623263555584,0.012178584,0.065657593,0.054229386,0.019600067,-0.085341886,-0.018282466,0.995991170
1403636623313555456,0.012191831,0.065668091,0.054229908,0.019651081,-0.085144483,-0.018400595,0.996004879
1403636623363555584,0.012174027,0.065648414,0.054211125,0.019608943,-0.085179769,-0.018318608,0.996004164
1403636623413555456,0.012185577,0.065658063,0.054230727,0.019744312,-0.085134119,-0.018522022,0.996001661
1403636623463555584,0.012181067,0.065671004,0.054243170,0.019781740,-0.085028104,-0.018517526,0.996010005
1403636623513555456,0.012197809,0.065666407,0.054239236,0.019710815,-0.085122332,-0.018551994,0.996002793
1403636623563555584,0.012195935,0.065654404,0.054245505,0.019604141,-0.085065320,-0.018247494,0.996015370
1403636623613555456,0.012207799,0.065649308,0.054289889,0.019627899,-0.084933750,-0.018158441,0.996027768
1403636623663555584,0.012199131,0.065648176,0.054284856,0.019424381,-0.084872365,-0.018224791,0.996035755
1403636623713555456,0.012216082,0.065652400,0.054282539,0.019557552,-0.084862389,-0.018277621,0.996033013
1403636623763555584,0.012213346,0.065643482,0.054297127,0.019525170,-0.084517457,-0.018081302,0.996066570
1403636623813555456,0.012218673,0.065645963,0.054281689,0.019341657,-0.084318712,-0.017929370,0.996089756
1403636623863555584,0.012231505,0.065641962,0.054300100,0.019312927,-0.084162489,-0.017877029,0.996104479
1403636623913555456,0.012251814,0.065627649,0.054295063,0.019111790,-0.084094584,-0.017898191,0.996113718
1403636623963555584,0.012227594,0.065632075,0.054299690,0.019061862,-0.083887696,-0.017677020,0.996136069
1403636624013555456,0.012247766,0.065626487,0.054253042,0.019084571,-0.083918989,-0.018038593,0.996126533
1403636624063555584,0.012226596,0.065628819,0.054298349,0.019107640,-0.083603762,-0.017953591,0.996154130
1403636624113555456,0.012241218,0.065611385,0.054314993,0.018701980,-0.082720563,-0.018076638,0.996233284
1403636624163555584,0.012232375,0.065583512,0.054284688,0.018390825,-0.082676202,-0.017232470,0.996257722
1403636624213555456,0.012250168,0.065586187,0.054274816,0.018301809,-0.082662001,-0.017325209,0.996258974
1403636624263555584,0.012274285,0.065589987,0.054265939,0.017949125,-0.082741134,-0.017370632,0.996258020
1403636624313555456,0.012367728,0.065624334,0.054217815,0.015403160,-0.081621356,-0.018080883,0.996380329
1403636624363555584,0.012644093,0.065713376,0.054069836,0.010675739,-0.080236211,-0.018891986,0.996539652
1403636624413555456,0.013008406,0.065824687,0.053812746,0.007058385,-0.078226231,-0.020196654,0.996706009
1403636624463555584,0.013571218,0.065947860,0.053526435,0.002408547,-0.076991022,-0.019467033,0.996838808
1403636624513555456,0.014241780,0.066056684,0.053045250,-0.002387878,-0.074749984,-0.020146573,0.996995926
1403636624563555584,0.015011684,0.066182293,0.052632838,-0.005535849,-0.073002502,-0.020288374,0.997110009
1403636624613555456,0.015899245,0.066282138,0.052096050,-0.006492774,-0.071706101,-0.021858569,0.997165143
1403636624663555584,0.017066542,0.066395231,0.051683802,-0.004454507,-0.070337236,-0.023783714,0.997229695
1403636624713555456,0.018300284,0.066907883,0.051035099,-0.003752735,-0.068800047,-0.028060392,0.997228682
1403636624763555584,0.019632548,0.067202993,0.050138488,-0.001070800,-0.067633830,-0.030775396,0.997234881
1403636624813555456,0.021241942,0.067657314,0.049333367,-0.003982006,-0.065583520,-0.038094155,0.997111738
1403636624863555584,0.023005532,0.067787282,0.047973357,-0.007416620,-0.063386589,-0.045322172,0.996931791
1403636624913555456,0.024773788,0.067704819,0.046475057,-0.013541963,-0.060794935,-0.053599071,0.996618152
1403636624963555584,0.026452949,0.067138478,0.044761889,-0.019896168,-0.058241982,-0.061568558,0.996203423
1403636625013555456,0.028028827,0.066080473,0.042726912,-0.025809737,-0.057113539,-0.066727147,0.995800853
1403636625063555584,0.029226210,0.064665258,0.040717080,-0.031695642,-0.055982113,-0.070195548,0.995456636
1403636625113555456,0.030216441,0.062741525,0.038703121,-0.036829554,-0.056196045,-0.071142390,0.995200634
1403636625163555584,0.030798260,0.060274340,0.036874410,-0.039639566,-0.057870299,-0.067211226,0.995270014
1403636625213555456,0.030939354,0.057403035,0.035153605,-0.038852993,-0.059293080,-0.063241154,0.995477438
1403636625263555584,0.031164793,0.054415420,0.033561762,-0.035442565,-0.061078791,-0.059257660,0.995741785
1403636625313555456,0.031335376,0.052194409,0.032461308,-0.031275101,-0.062840037,-0.056484405,0.995932996
1403636625363555584,0.031303085,0.050966706,0.031735647,-0.028953897,-0.064297967,-0.054657560,0.996012032
1403636625413555456,0.031393103,0.050700758,0.031615414,-0.030519670,-0.064940721,-0.054712191,0.995920599
1403636625463555584,0.031481076,0.051198944,0.031775143,-0.033599030,-0.065468475,-0.055015694,0.995770216
1403636625513555456,0.031443831,0.052033793,0.032202467,-0.035093974,-0.065751128,-0.054807771,0.995711446
1403636625563555584,0.031333532,0.052757327,0.032877203,-0.036343429,-0.066355288,-0.055899631,0.995565832
1403636625613555456,0.031096343,0.052924126,0.033628359,-0.036356110,-0.066591166,-0.057319440,0.995468915
1403636625663555584,0.030763144,0.052203402,0.034295037,-0.034645122,-0.066923007,-0.057799261,0.995479882
1403636625713555456,0.030267183,0.050498914,0.034980632,-0.031563569,-0.068308055,-0.057091501,0.995529175
1403636625763555584,0.029504895,0.047846138,0.035642341,-0.026387587,-0.068584986,-0.057364475,0.995645046
1403636625813555456,0.028716486,0.044304021,0.036058389,-0.021284448,-0.069434941,-0.056521896,0.995756507
1403636625863555584,0.027814751,0.039920218,0.036415640,-0.015210102,-0.070790440,-0.054758493,0.995870888
1403636625913555456,0.026577063,0.034982219,0.036382034,-0.012014669,-0.071122490,-0.053163316,0.995977342
1403636625963555584,0.025638482,0.029494336,0.036267500,-0.009147986,-0.071901612,-0.052289627,0.995998144
1403636626013555456,0.024414521,0.024104370,0.036005292,-0.006696249,-0.072473302,-0.051404826,0.996022224
1403636626063555584,0.023206206,0.018950272,0.036052618,-0.005312750,-0.074276008,-0.047305722,0.996100903
1403636626113555456,0.022250636,0.013893853,0.035833295,-0.004877883,-0.076555692,-0.042061385,0.996165812
1403636626163555584,0.021475939,0.008988814,0.035802335,-0.004444083,-0.078513339,-0.036782753,0.996224344
1403636626213555456,0.020575428,0.004380307,0.035441302,-0.004443074,-0.080032051,-0.032795563,0.996242702
1403636626263555584,0.020144857,0.000775185,0.035508692,-0.004390753,-0.081085682,-0.030450167,0.996232212
1403636626313555456,0.019780690,-0.002188814,0.035774346,-0.004125872,-0.081631929,-0.029580617,0.996214926
1403636626363555584,0.019750167,-0.004406875,0.036041494,-0.003858678,-0.081585072,-0.029508386,0.996221960
1403636626413555456,0.019823931,-0.005806286,0.036749214,-0.003133418,-0.081179582,-0.031098137,0.996209323
1403636626463555584,0.020261222,-0.006777760,0.037382610,-0.001821724,-0.080473505,-0.034328450,0.996163785
1403636626513555456,0.020938221,-0.007588191,0.037811022,0.001733075,-0.079857588,-0.037783936,0.996088445
1403636626563555584,0.021579558,-0.008259308,0.038486436,0.005645308,-0.079277232,-0.041582417,0.995968938
1403636626613555456,0.022557402,-0.008675853,0.038978893,0.009238880,-0.079117157,-0.044785529,0.995815933
1403636626663555584,0.023651306,-0.008721416,0.039495274,0.012235009,-0.078926422,-0.047547676,0.995670676
1403636626713555456,0.024782356,-0.008216835,0.039982501,0.012148856,-0.079246894,-0.049161360,0.995567918
1403636626763555584,0.025561552,-0.008004153,0.039422553,0.009465571,-0.080212682,-0.049956068,0.995480180
1403636626813555456,0.026614400,-0.007209165,0.039266754,0.006592210,-0.080880672,-0.050709534,0.995411158
1403636626863555584,0.027781023,-0.005923044,0.039313260,0.003088593,-0.081302412,-0.051481649,0.995354235
1403636626913555456,0.028390311,-0.004506338,0.038296971,-0.001268265,-0.081397891,-0.052674975,0.995287955
1403636626963555584,0.029696565,-0.003038828,0.038062491,-0.005942061,-0.081229351,-0.053895328,0.995219469
1403636627013555456,0.030783448,-0.001381524,0.037606847,-0.010238324,-0.081038438,-0.054579634,0.995162785
1403636627063555584,0.031992886,0.000077299,0.037243634,-0.014304974,-0.080623157,-0.055354055,0.995103598
1403636627113555456,0.033039067,0.001075689,0.036571532,-0.019240279,-0.080743119,-0.055682246,0.994992375
1403636627163555584,0.034666803,0.001270726,0.036618907,-0.018107414,-0.081094921,-0.055179365,0.995013058
1403636627213555456,0.035516996,0.000933664,0.035817545,-0.015526626,-0.080933362,-0.055423699,0.995056212
1403636627263555584,0.036511470,0.000248787,0.035195470,-0.011267448,-0.081238307,-0.055356305,0.995092511
1403636627313555456,0.037523355,-0.001252908,0.034075413,-0.008066083,-0.082390040,-0.054224174,0.995091200
1403636627363555584,0.038308404,-0.002905990,0.033005368,-0.006762252,-0.082832433,-0.053192426,0.995119870
1403636627413555456,0.039101798,-0.005035201,0.031529240,-0.006443715,-0.083348967,-0.052229170,0.995129943
1403636627463555584,0.040004238,-0.007569757,0.030007279,-0.005417359,-0.083238706,-0.050556138,0.995231628
1403636627513555456,0.040348116,-0.009714428,0.028048728,-0.006487803,-0.081319243,-0.048619248,0.995480418
1403636627563555584,0.041418899,-0.011539041,0.026603842,-0.007357026,-0.078127503,-0.046504930,0.995830953
1403636627613555456,0.042697545,-0.012532683,0.025318764,-0.008827338,-0.073846377,-0.045047004,0.996212602
1403636627663555584,0.044519216,-0.012930011,0.025075525,-0.011849133,-0.070435472,-0.044422802,0.996456265
1403636627713555456,0.045856874,-0.012221859,0.024709692,-0.016825013,-0.065612167,-0.043393955,0.996759236
1403636627763555584,0.047366835,-0.011039946,0.024298083,-0.022814563,-0.059808832,-0.042680804,0.997035980
1403636627813555456,0.048787896,-0.009699622,0.024229892,-0.028347574,-0.053271558,-0.041950367,0.997295678
1403636627863555584,0.050428644,-0.008439337,0.024246305,-0.033792585,-0.046399727,-0.040922452,0.997512162
1403636627913555456,0.051868524,-0.007055480,0.024584292,-0.038165089,-0.040435478,-0.040603939,0.997627079
1403636627963555584,0.053113271,-0.006498210,0.024891032,-0.040870532,-0.035298686,-0.039955802,0.997741044
1403636628013555456,0.054456010,-0.006628745,0.025416929,-0.041727085,-0.030758563,-0.039497908,0.997874081
1403636628063555584,0.055573445,-0.007491810,0.026111150,-0.039731756,-0.027512353,-0.038728662,0.998080432
1403636628113555456,0.057008822,-0.009159683,0.027075125,-0.033327349,-0.025528783,-0.037521783,0.998413563
1403636628163555584,0.057850562,-0.011153020,0.027982758,-0.024026643,-0.023920322,-0.035238128,0.998803675
1403636628213555456,0.058719151,-0.013597099,0.028867576,-0.015639054,-0.022919200,-0.032585081,0.999083757
1403636628263555584,0.059700318,-0.016594347,0.029278345,-0.009736138,-0.022541212,-0.028036980,0.999305248
1403636628313555456,0.060416050,-0.019210821,0.030128375,-0.005287656,-0.023108989,-0.023094058,0.999452174
1403636628363555584,0.061577160,-0.022194428,0.030728614,-0.003699742,-0.023498049,-0.020083649,0.999515295
1403636628413555456,0.062682696,-0.025098484,0.031249881,-0.003419791,-0.023999205,-0.017911194,0.999545693
1403636628463555584,0.063794076,-0.027637834,0.031506609,-0.003238821,-0.024385750,-0.016398830,0.999562860
1403636628513555456,0.065598570,-0.029685955,0.032730501,-0.003834328,-0.025770105,-0.015604706,0.999538720
1403636628563555584,0.067206994,-0.031604577,0.033059150,-0.004746105,-0.026610522,-0.014349507,0.999531627
1403636628613555456,0.068767741,-0.033291966,0.033373725,-0.005468917,-0.027722161,-0.013789792,0.999505579
1403636628663555584,0.070948303,-0.034572635,0.033934422,-0.005548429,-0.028492780,-0.013755611,0.999483943
1403636628713555456,0.073241629,-0.034940034,0.035384934,-0.005438014,-0.027309937,-0.015343990,0.999494433
1403636628763555584,0.075507984,-0.035137728,0.036057003,-0.007617569,-0.023782473,-0.018068915,0.999524832
1403636628813555456,0.078434870,-0.035169289,0.037105650,-0.010972978,-0.019376529,-0.020292362,0.999546111
1403636628863555584,0.081576422,-0.035595205,0.037408207,-0.015340807,-0.014671508,-0.022527911,0.999520838
1403636628913555456,0.084228747,-0.035855290,0.038291402,-0.019773839,-0.010219693,-0.023600517,0.999473691
1403636628963555584,0.087261736,-0.036582533,0.038749263,-0.023378281,-0.006670592,-0.024187939,0.999411821
1403636629013555456,0.090046480,-0.037458509,0.039736316,-0.026038820,-0.003639008,-0.023885479,0.999368906
